sedalea,grade,stateabb,sedaleaname,subject,cs_mn_all,cs_mnse_all,totgyb_all,cs_mn_asn,cs_mnse_asn,totgyb_asn,cs_mn_blk,cs_mnse_blk,totgyb_blk,cs_mn_ecd,cs_mnse_ecd,totgyb_ecd,cs_mn_fem,cs_mnse_fem,totgyb_fem,cs_mn_hsp,cs_mnse_hsp,totgyb_hsp,cs_mn_mal,cs_mnse_mal,totgyb_mal,cs_mn_mfg,cs_mnse_mfg,totgyb_mfg,cs_mn_mtr,cs_mnse_mtr,totgyb_mtr,cs_mn_nam,cs_mnse_nam,totgyb_nam,cs_mn_nec,cs_mnse_nec,totgyb_nec,cs_mn_neg,cs_mnse_neg,totgyb_neg,cs_mn_wag,cs_mnse_wag,totgyb_wag,cs_mn_wbg,cs_mnse_wbg,totgyb_wbg,cs_mn_whg,cs_mnse_whg,totgyb_whg,cs_mn_wht,cs_mnse_wht,totgyb_wht,cs_mn_wmg,cs_mnse_wmg,totgyb_wmg,cs_mn_wng,cs_mnse_wng,totgyb_wng
600011,5,CA,FORT SAGE UNIFIED                                           ,rla,-0.2073303453544973,0.1807856991039401,30.0,,,,,,,-0.3160269000007359,0.2057038064029645,22.0,,,12.0,,,5.0,,,18.0,,,30.0,,,2.0,,,,,,8.0,,,30.0,,,,,,,0.1625263043455041,0.4265780336232342,27.0,-0.2416842788939503,0.2062664247208595,22.0,-0.3211354177158637,0.6652106703910982,24.0,,,
600011,7,CA,FORT SAGE UNIFIED                                           ,mth,-0.26831232979154,0.2221406947501088,23.0,,,,,,1.0,,,19.0,,,12.0,,,4.0,,,11.0,,,23.0,,,1.0,,,,,,4.0,,,23.0,,,,,,17.0,,,20.0,,,16.0,,,17.0,,,
600011,7,CA,FORT SAGE UNIFIED                                           ,rla,-0.2646540594031552,0.2100401803167353,23.0,,,,,,1.0,,,19.0,,,12.0,,,4.0,,,11.0,,,23.0,,,1.0,,,1.0,,,4.0,,,23.0,,,,,,17.0,,,20.0,,,16.0,,,17.0,,,17.0
600011,8,CA,FORT SAGE UNIFIED                                           ,mth,-0.6497249040302726,0.2214562229345944,26.0,,,,,,,-0.6741278611518734,0.2482500910524883,21.0,,,,,,4.0,,,9.0,,,,,,2.0,,,,,,5.0,,,26.0,,,,,,,,,,,,,,,,,,
600011,8,CA,FORT SAGE UNIFIED                                           ,rla,0.0050482326887321,0.1969549859380172,26.0,,,,,,1.0,-0.1881665419142519,0.2110523442365268,21.0,,,,,,4.0,,,9.0,,,,,,2.0,,,2.0,,,5.0,,,26.0,,,,,,,,,,,,,,,,,,
600012,5,CA,TWIN RIDGES ELEMENTARY                                      ,mth,,,9.0,,,,,,,,,9.0,,,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,7.0,,,,,,
600012,5,CA,TWIN RIDGES ELEMENTARY                                      ,rla,,,9.0,,,,,,,,,9.0,,,5.0,,,1.0,,,4.0,,,9.0,,,,,,,,,,,,,,,,,,,,,8.0,,,7.0,,,,,,
600012,6,CA,TWIN RIDGES ELEMENTARY                                      ,rla,,,12.0,,,,,,,,,12.0,,,6.0,,,3.0,,,6.0,,,12.0,,,1.0,,,,,,,,,,,,,,,,,,11.0,,,8.0,,,9.0,,,
600012,7,CA,TWIN RIDGES ELEMENTARY                                      ,mth,,,9.0,,,,,,,,,9.0,,,4.0,,,1.0,,,5.0,,,9.0,,,3.0,,,,,,,,,,,,,,,,,,6.0,,,5.0,,,8.0,,,
600012,7,CA,TWIN RIDGES ELEMENTARY                                      ,rla,,,9.0,,,,,,,,,9.0,,,4.0,,,1.0,,,5.0,,,9.0,,,3.0,,,,,,,,,,,,,,,,,,6.0,,,5.0,,,8.0,,,
600013,4,CA,ROCKLIN UNIFIED                                             ,mth,0.4222415920766803,0.0416205133836862,1044.0,0.9079880606824448,0.1266664616898282,153.0,,,17.0,-0.0897131792021371,0.0704310232433147,216.0,0.3644181216028724,0.0497135665000941,521.0,0.1118696094972202,0.0763434084529356,157.0,0.4858399123166148,0.056679218747197,523.0,0.1214141985818633,0.0753560700925155,1044.0,0.5735751578536888,0.1154341670999924,77.0,,,11.0,0.5506984995660312,0.0447689357509259,828.0,0.6485805367466055,0.083343451584669,1044.0,-0.4686048564009261,0.1350127574900917,776.0,0.6459244051943146,0.2413713410895363,640.0,0.3276148303021905,0.0898144730276895,780.0,0.4221364817705754,0.0476295609596634,623.0,-0.1135274352718677,0.1242603637688905,700.0,,,634.0
600013,4,CA,ROCKLIN UNIFIED                                             ,rla,0.4411629310557427,0.0423412496405494,1045.0,0.8891843196179765,0.1378412866119212,153.0,,,17.0,0.01010881901101,0.0881643392635964,216.0,0.5957420466806106,0.0592963407384332,523.0,0.1352573656735196,0.0851302853814716,157.0,0.2903420675060752,0.0515384836984143,522.0,-0.3107661715155707,0.0785262597173659,1045.0,0.5784897931435188,0.1231750149582768,77.0,,,11.0,0.5320029246990744,0.0446971871730115,829.0,0.5250856121302319,0.0987007387388426,1045.0,-0.4600513873359712,0.1461249737180854,777.0,0.2972264651115255,0.2368644844222558,641.0,0.2890388523870869,0.0982954526372995,781.0,0.4252774157627885,0.0495210772979383,624.0,-0.1790802167646354,0.1320993016787778,701.0,,,635.0
600013,5,CA,ROCKLIN UNIFIED                                             ,mth,0.4610134020137595,0.0353299706587871,1160.0,1.038212066693364,0.1082839401874706,173.0,0.0628188718604825,0.2008905402312927,24.0,0.0247555658255874,0.0583420963879737,243.0,0.3857163011965136,0.0451385894964487,547.0,0.0459481078199763,0.0820069572756487,157.0,0.5341732613476778,0.0466476472856299,613.0,0.1508921501609823,0.0648834102937055,1160.0,0.5869822587621265,0.1109213205654128,82.0,,,6.0,0.5817430907153208,0.0393846653086581,914.0,0.5598360684083316,0.07031046892856199,1157.0,-0.60465243023159,0.1151537165271224,887.0,0.3527951546814249,0.2009197632939103,738.0,0.3870834196303405,0.0909918732875888,871.0,0.4246202466072921,0.0398715198600223,714.0,-0.1606524985284131,0.1173014965066186,796.0,,,720.0
600013,5,CA,ROCKLIN UNIFIED                                             ,rla,0.4590824494505544,0.0361426369470303,1157.0,0.8593112908709448,0.0876134021604926,170.0,0.170403517553829,0.1960729169623808,24.0,-0.0143933548301362,0.0660526878748817,243.0,0.5591271629035557,0.0482943911516295,546.0,0.1502575083571995,0.0808010198076729,157.0,0.3606178210716997,0.0463653650320155,611.0,-0.2015646926487465,0.0669192301478467,1157.0,0.5984109921941302,0.1169263544709075,82.0,,,6.0,0.5744082147327372,0.0392808466749354,911.0,0.5876390510460738,0.0767557997322161,1154.0,-0.4224912918775396,0.0971824639418376,884.0,0.3441500475224099,0.1968412711077361,738.0,0.2802948969471472,0.0911018218459274,871.0,0.4271246754085063,0.0424868104159022,714.0,-0.1718705267215189,0.1238079087438942,796.0,,,720.0
600013,6,CA,ROCKLIN UNIFIED                                             ,mth,0.5141179707698956,0.0369360039726724,1101.0,1.11129355141596,0.1164155429329091,157.0,-0.0427898118355247,0.2152618572991114,21.0,0.1613121763803586,0.0727202587035334,201.0,0.5589688141729411,0.0476220785071712,527.0,0.1834690021345147,0.0883126455616325,160.0,0.4658309864957768,0.0497300976387686,574.0,-0.0885166526217224,0.0688232813943632,1101.0,0.441610475800876,0.1070625222538221,84.0,,,4.0,0.5922559043849105,0.0400515439360944,900.0,0.4285924346801969,0.0828891163953841,1101.0,-0.610232526859959,0.1237207013142633,827.0,0.5423341502644974,0.2146992711405505,691.0,0.32431933477471897,0.0978968613622955,830.0,0.4965470801607,0.0427126756485614,670.0,0.0554342847084412,0.1147442057163115,754.0,,,674.0
600013,6,CA,ROCKLIN UNIFIED                                             ,rla,0.516583874912109,0.0360704867349403,1101.0,1.145453081301125,0.1214132583071784,155.0,-0.0044113463875785,0.2090310080787822,21.0,0.1733623789075276,0.0774409531500332,201.0,0.7195557750542914,0.0485727550746047,526.0,0.2190857251400828,0.0835641336091645,161.0,0.3255332455479367,0.0455711344127339,575.0,-0.3972359407779161,0.0665730989529324,1101.0,0.5022547645225618,0.1121914669935049,84.0,,,4.0,0.5859651091784902,0.0383920731090144,900.0,0.408227928834133,0.0862928127142711,1101.0,-0.6731928154542322,0.1281926280097771,826.0,0.4497502160663904,0.2086026625482878,692.0,0.2717786009778995,0.0933659513087689,832.0,0.4794678787713457,0.0420663045940898,671.0,-0.0272474061540221,0.1192651216511305,755.0,,,675.0
600013,7,CA,ROCKLIN UNIFIED                                             ,mth,0.5052839783688524,0.0372923396086326,1198.0,1.053850018662843,0.1135177197141571,146.0,0.163752341550722,0.2040584735001072,23.0,0.0944426546110973,0.0694417222560395,215.0,0.5086220683121889,0.0482705798144187,554.0,0.1326153272215844,0.0754459938525626,161.0,0.5057344233597341,0.0483645564486755,644.0,-0.0029068643422011,0.0683025827514861,1198.0,0.3696044106340334,0.1078530762961351,84.0,,,3.0,0.5973845910528036,0.0404426728891174,979.0,0.5059513690093896,0.0802442027009295,1194.0,-0.5431440152965908,0.1212548911604455,919.0,0.3159929448349463,0.2045179714845726,796.0,0.3726068395076079,0.0869096603061286,934.0,0.5110240430039006,0.0434826949889143,773.0,0.1367509395725073,0.1157538567616541,857.0,,,776.0
600013,7,CA,ROCKLIN UNIFIED                                             ,rla,0.3582018465447931,0.0351332440012652,1206.0,0.8352511902597651,0.0879246206664616,146.0,0.3517365731918671,0.2016832350050043,23.0,-0.0329043670007489,0.0665052477852461,216.0,0.5477034783934397,0.0437622713975671,559.0,0.0374381424736271,0.0693653869837615,161.0,0.1895145326417813,0.0452866836012208,647.0,-0.3572745153274376,0.0629501097965785,1206.0,0.1624514619385579,0.110676323310887,86.0,,,3.0,0.4471275612344133,0.0376545672767033,986.0,0.4757438259769605,0.0763139165913277,1202.0,-0.4722169422937946,0.096775390307507,925.0,0.0749548389467357,0.2017216707960459,802.0,0.3362350508817484,0.0804113390165608,940.0,0.3632067949827577,0.0409811413805826,779.0,0.2103054647054988,0.1174788897892038,865.0,,,782.0
600013,8,CA,ROCKLIN UNIFIED                                             ,mth,0.4147631832790458,0.0361268032853351,1274.0,0.8582166803552648,0.0883413710922144,179.0,,,18.0,0.0096409220164444,0.0579925435805757,224.0,0.3661687118227431,0.0422620079440492,608.0,0.1482404588267422,0.0684516890174573,175.0,0.4611734256952524,0.0471127364303074,666.0,0.0913873676856964,0.0632658211455003,1274.0,0.5637044483552806,0.1023736020523039,98.0,,,4.0,0.5082233582790954,0.0389233934324093,1050.0,0.4866767096583553,0.0697536868041321,1274.0,-0.4569092099851114,0.0969960919748329,975.0,0.676192017897831,0.2397534224150732,814.0,0.2375388402108249,0.0793931882391901,971.0,0.391346751652054,0.0404953951712764,796.0,-0.1567596845724732,0.1096607668226288,894.0,,,800.0
600013,8,CA,ROCKLIN UNIFIED                                             ,rla,0.4058807783434611,0.0388322172175419,1282.0,0.8328501741580856,0.0851726110626733,179.0,,,18.0,-0.0242962483010138,0.0715539320434832,225.0,0.5663020710793596,0.050162419244128,611.0,0.2593060052817562,0.076841203049874,177.0,0.2681174289911868,0.0463070026914509,671.0,-0.2963496137674219,0.0682417162350201,1282.0,0.5941143871523044,0.1067293279448823,98.0,,,4.0,0.4935467416471565,0.0408286577240455,1057.0,0.519319677622194,0.0822676417469715,1282.0,-0.4921382394761648,0.0957270068654931,981.0,0.4243478250907475,0.2304766736490547,820.0,0.0643444482620208,0.0884287488908463,979.0,0.3358532563638777,0.0440764144138044,802.0,-0.2411068313822896,0.1150251956352604,900.0,,,806.0
