Year,CO,NO2,NO2,O3,PM10,PM2.5,PM2.5,Pb,SO2,State,City
2016,,16.0,2.0,0.059000000000000004,,16.0,8.7,,, TX,Marshall
2017,,20.0,2.0,0.063,,18.0,8.5,,, TX,Marshall
2018,,15.0,2.0,0.061,,21.0,8.4,,, TX,Marshall
2019,,16.0,2.0,0.062,,16.0,8.4,,, TX,Marshall
2000,,,,,137.0,,,,, IA,Mason City
2001,,,,,134.0,,,,, IA,Mason City
2002,,,,,142.0,,,,, IA,Mason City
2003,,,,,138.0,,,,, IA,Mason City
2004,,,,,154.0,,,,, IA,Mason City
2005,,,,,149.0,,,,, IA,Mason City
2006,,,,,125.0,,,,, IA,Mason City
2007,,,,,121.0,,,,, IA,Mason City
2008,,,,,104.0,,,,, IA,Mason City
2009,,,,,97.0,,,,, IA,Mason City
2010,,,,,81.0,,,,, IA,Mason City
2011,,,,,71.0,,,,, IA,Mason City
2012,,,,,78.0,,,,, IA,Mason City
2013,,,,,52.0,,,,, IA,Mason City
2014,,,,,52.0,,,,, IA,Mason City
2015,,,,,64.0,,,,, IA,Mason City
2016,,,,,58.0,,,,, IA,Mason City
2017,,,,,58.0,,,,, IA,Mason City
2018,,,,,50.0,,,,, IA,Mason City
2019,,,,,41.0,,,,, IA,Mason City
2000,,,,0.076,,25.0,10.9,,, OK,McAlester
2001,,,,0.076,,28.0,11.8,,, OK,McAlester
2002,,,,0.076,,28.0,11.5,,, OK,McAlester
2003,,,,0.076,,28.0,11.6,,, OK,McAlester
2004,,,,0.068,,25.0,10.1,,, OK,McAlester
2005,,,,0.071,,29.0,11.8,,, OK,McAlester
2006,,,,0.077,,22.0,10.3,,, OK,McAlester
2007,,,,0.071,,28.0,12.0,,, OK,McAlester
2008,,,,0.067,,22.0,11.2,,, OK,McAlester
2009,,,,0.067,,22.0,9.8,,, OK,McAlester
2010,,,,0.068,,18.0,9.8,,, OK,McAlester
2011,,,,0.078,,20.0,10.6,,, OK,McAlester
2012,,,,0.076,,21.0,10.5,,, OK,McAlester
2013,,,,0.071,,21.0,9.8,,, OK,McAlester
2014,,,,0.062,,22.0,8.9,,, OK,McAlester
2015,,,,0.06,,16.0,7.8,,, OK,McAlester
2016,,,,0.059000000000000004,,17.0,7.6,,, OK,McAlester
2017,,,,0.061,,20.0,7.9,,, OK,McAlester
2018,,,,0.069,,27.0,8.7,,, OK,McAlester
2019,,,,0.065,,17.0,8.1,,, OK,McAlester
2000,,,,0.077,,,,,, TX,McAllen-Edinburg-Mission
2001,,,,0.07400000000000001,,,,,, TX,McAllen-Edinburg-Mission
2002,,,,0.07400000000000001,,,,,, TX,McAllen-Edinburg-Mission
2003,,,,0.073,,,,,, TX,McAllen-Edinburg-Mission
2004,,,,0.07,,,,,, TX,McAllen-Edinburg-Mission
2005,,,,0.069,,,,,, TX,McAllen-Edinburg-Mission
2006,,,,0.06,,,,,, TX,McAllen-Edinburg-Mission
2007,,,,0.055,,,,,, TX,McAllen-Edinburg-Mission
2008,,,,0.057999999999999996,,,,,, TX,McAllen-Edinburg-Mission
2009,,,,0.06,,,,,, TX,McAllen-Edinburg-Mission
2010,,,,0.065,,,,,, TX,McAllen-Edinburg-Mission
2011,,,,0.062,,,,,, TX,McAllen-Edinburg-Mission
2012,,,,0.061,,,,,, TX,McAllen-Edinburg-Mission
2013,,,,0.055,,,,,, TX,McAllen-Edinburg-Mission
2014,,,,0.055999999999999994,,,,,, TX,McAllen-Edinburg-Mission
2015,,,,0.057999999999999996,,,,,, TX,McAllen-Edinburg-Mission
2016,,,,0.052000000000000005,,,,,, TX,McAllen-Edinburg-Mission
2017,,,,0.055,,,,,, TX,McAllen-Edinburg-Mission
2018,,,,0.059000000000000004,,,,,, TX,McAllen-Edinburg-Mission
2019,,,,0.053,,,,,, TX,McAllen-Edinburg-Mission
2000,,,,0.067,68.0,40.0,11.3,,, OR,Medford
2001,,,,0.064,62.0,32.0,10.6,,, OR,Medford
2002,,,,0.078,72.0,45.0,14.0,,, OR,Medford
2003,,,,0.07200000000000001,56.0,32.0,11.1,,, OR,Medford
2004,,,,0.069,49.0,35.0,10.8,,, OR,Medford
2005,,,,0.068,51.0,36.0,10.1,,, OR,Medford
2006,,,,0.068,61.0,32.0,10.0,,, OR,Medford
2007,,,,0.066,78.0,31.0,9.8,,, OR,Medford
2008,,,,0.07,47.0,33.0,10.0,,, OR,Medford
2009,,,,0.065,46.0,37.0,10.0,,, OR,Medford
2010,,,,0.061,26.0,19.0,7.1,,, OR,Medford
2011,,,,0.057,41.0,29.0,9.4,,, OR,Medford
2012,,,,0.066,56.0,31.0,9.2,,, OR,Medford
2013,,,,0.067,71.0,66.0,14.2,,, OR,Medford
2014,,,,0.059000000000000004,34.0,31.0,9.0,,, OR,Medford
2015,,,,0.069,51.0,46.0,12.1,,, OR,Medford
2016,,,,0.049,27.0,21.0,7.2,,, OR,Medford
2017,,,,0.078,136.0,111.0,15.3,,, OR,Medford
2018,,,,0.07400000000000001,66.0,111.0,15.3,,, OR,Medford
2019,,,,0.062,48.0,111.0,15.3,,, OR,Medford
2000,,,,0.092,,,,,, TN-MS-AR,Memphis
2001,,,,0.085,,,,,, TN-MS-AR,Memphis
2002,,,,0.091,,,,,, TN-MS-AR,Memphis
2003,,,,0.083,,,,,, TN-MS-AR,Memphis
2004,,,,0.077,,,,,, TN-MS-AR,Memphis
2005,,,,0.086,,,,,, TN-MS-AR,Memphis
2006,,,,0.086,,,,,, TN-MS-AR,Memphis
2007,,,,0.08199999999999999,,,,,, TN-MS-AR,Memphis
2008,,,,0.077,,,,,, TN-MS-AR,Memphis
2009,,,,0.07,,,,,, TN-MS-AR,Memphis
2010,,,,0.076,,,,,, TN-MS-AR,Memphis
2011,,,,0.078,,,,,, TN-MS-AR,Memphis
2012,,,,0.08,,,,,, TN-MS-AR,Memphis
2013,,,,0.066,,,,,, TN-MS-AR,Memphis
2014,,,,0.067,,,,,, TN-MS-AR,Memphis
2015,,,,0.065,,,,,, TN-MS-AR,Memphis
2016,,,,0.069,,,,,, TN-MS-AR,Memphis
2017,,,,0.063,,,,,, TN-MS-AR,Memphis
2018,,,,0.069,,,,,, TN-MS-AR,Memphis
2019,,,,0.065,,,,,, TN-MS-AR,Memphis
2000,,,12.0,0.10300000000000001,89.0,68.0,16.7,,, CA,Merced
2001,,,12.0,0.096,100.0,49.0,14.5,,, CA,Merced
2002,,,12.0,0.105,79.0,58.0,18.7,,, CA,Merced
2003,,,12.0,0.107,73.0,45.0,15.7,,, CA,Merced
2004,,,11.0,0.096,54.0,47.0,15.2,,, CA,Merced
2005,,,11.0,0.083,68.0,49.0,14.1,,, CA,Merced
2006,,,10.0,0.087,80.0,53.0,14.8,,, CA,Merced
2007,,,9.0,0.087,65.0,53.0,15.2,,, CA,Merced
2008,,,9.0,0.105,74.0,51.0,14.4,,, CA,Merced
2009,,,8.0,0.08,60.0,50.0,13.6,,, CA,Merced
2010,,,7.0,0.09,53.0,39.0,11.2,,, CA,Merced
2011,,,7.0,0.08199999999999999,70.0,39.0,10.4,,, CA,Merced
2012,,,7.0,0.079,60.0,42.0,9.5,,, CA,Merced
2013,,,8.0,0.083,69.0,67.0,13.5,,, CA,Merced
2014,,,8.0,0.08199999999999999,81.0,46.0,11.2,,, CA,Merced
2015,,,7.0,0.083,64.0,39.0,12.6,,, CA,Merced
2016,,,7.0,0.08199999999999999,62.0,35.0,11.2,,, CA,Merced
2017,,,7.0,0.078,94.0,40.0,12.6,,, CA,Merced
2018,,,7.0,0.079,80.0,53.0,14.2,,, CA,Merced
2019,,,6.0,0.07200000000000001,80.0,30.0,9.6,,, CA,Merced
2000,,,,0.08,,,,,, MS,Meridian
2001,,,,0.076,,,,,, MS,Meridian
2002,,,,0.073,,,,,, MS,Meridian
2003,,,,0.071,,,,,, MS,Meridian
2004,,,,0.069,,,,,, MS,Meridian
2005,,,,0.078,,,,,, MS,Meridian
2006,,,,0.079,,,,,, MS,Meridian
2007,,,,0.07200000000000001,,,,,, MS,Meridian
2008,,,,0.064,,,,,, MS,Meridian
2009,,,,0.057999999999999996,,,,,, MS,Meridian
2010,,,,0.062,,,,,, MS,Meridian
2011,,,,0.066,,,,,, MS,Meridian
2012,,,,0.063,,,,,, MS,Meridian
2013,,,,0.061,,,,,, MS,Meridian
2014,,,,0.057999999999999996,,,,,, MS,Meridian
2015,,,,0.055999999999999994,,,,,, MS,Meridian
2016,,,,0.057999999999999996,,,,,, MS,Meridian
2017,,,,0.055,,,,,, MS,Meridian
2018,,,,0.062,,,,,, MS,Meridian
2019,,,,0.059000000000000004,,,,,, MS,Meridian
2000,,,,0.081,,,,,, OK,Miami
2001,,,,0.081,,,,,, OK,Miami
2002,,,,0.076,,,,,, OK,Miami
2003,,,,0.08,,,,,, OK,Miami
2004,,,,0.078,,,,,, OK,Miami
2005,,,,0.079,,,,,, OK,Miami
2006,,,,0.079,,,,,, OK,Miami
2007,,,,0.073,,,,,, OK,Miami
2008,,,,0.066,,,,,, OK,Miami
2009,,,,0.063,,,,,, OK,Miami
2010,,,,0.068,,,,,, OK,Miami
2011,,,,0.079,,,,,, OK,Miami
2012,,,,0.083,,,,,, OK,Miami
2013,,,,0.066,,,,,, OK,Miami
2014,,,,0.055,,,,,, OK,Miami
2015,,,,0.055999999999999994,,,,,, OK,Miami
2016,,,,0.053,,,,,, OK,Miami
2017,,,,0.06,,,,,, OK,Miami
2018,,,,0.059000000000000004,,,,,, OK,Miami
2019,,,,0.055,,,,,, OK,Miami
2000,3.1,62.0,11.0,0.075,51.0,21.0,9.2,,, FL,Miami-Fort Lauderdale-West Palm Beach
2001,3.5,56.0,10.0,0.071,54.0,18.0,8.4,,, FL,Miami-Fort Lauderdale-West Palm Beach
2002,3.2,48.0,9.0,0.064,40.0,18.0,7.9,,, FL,Miami-Fort Lauderdale-West Palm Beach
2003,2.8,51.0,9.0,0.065,50.0,17.0,8.3,,, FL,Miami-Fort Lauderdale-West Palm Beach
2004,3.7,55.0,9.0,0.063,45.0,21.0,8.6,,, FL,Miami-Fort Lauderdale-West Palm Beach
2005,2.5,54.0,9.0,0.065,56.0,19.0,8.6,,, FL,Miami-Fort Lauderdale-West Palm Beach
2006,2.1,52.0,9.0,0.075,43.0,18.0,8.5,,, FL,Miami-Fort Lauderdale-West Palm Beach
2007,1.7,47.0,7.0,0.067,53.0,23.0,7.8,,, FL,Miami-Fort Lauderdale-West Palm Beach
2008,1.9,43.0,6.0,0.067,49.0,18.0,7.2,,, FL,Miami-Fort Lauderdale-West Palm Beach
2009,1.8,40.0,6.0,0.062,65.0,15.0,6.6,,, FL,Miami-Fort Lauderdale-West Palm Beach
2010,1.3,46.0,7.0,0.064,41.0,13.0,6.9,,, FL,Miami-Fort Lauderdale-West Palm Beach
2011,1.2,41.0,6.0,0.06,39.0,14.0,6.8,,, FL,Miami-Fort Lauderdale-West Palm Beach
2012,1.5,42.0,5.0,0.062,64.0,14.0,6.6,,, FL,Miami-Fort Lauderdale-West Palm Beach
2013,1.0,43.0,5.0,0.061,62.0,13.0,5.8,,, FL,Miami-Fort Lauderdale-West Palm Beach
2014,1.6,46.0,7.0,0.062,34.0,13.0,6.2,,, FL,Miami-Fort Lauderdale-West Palm Beach
2015,1.1,39.0,5.0,0.061,37.0,14.0,5.9,,, FL,Miami-Fort Lauderdale-West Palm Beach
2016,1.1,40.0,5.0,0.061,40.0,15.0,7.0,,, FL,Miami-Fort Lauderdale-West Palm Beach
2017,1.0,41.0,6.0,0.064,51.0,16.0,7.2,,, FL,Miami-Fort Lauderdale-West Palm Beach
2018,1.0,43.0,5.0,0.064,51.0,16.0,7.1,,, FL,Miami-Fort Lauderdale-West Palm Beach
2019,1.0,42.0,5.0,0.057999999999999996,51.0,17.0,6.7,,, FL,Miami-Fort Lauderdale-West Palm Beach
2000,,,,0.077,,29.0,13.4,,, IN,Michigan City-La Porte
2001,,,,0.085,,34.0,14.2,,, IN,Michigan City-La Porte
2002,,,,0.10400000000000001,,31.0,13.2,,, IN,Michigan City-La Porte
2003,,,,0.083,,32.0,12.8,,, IN,Michigan City-La Porte
2004,,,,0.068,,32.0,12.1,,, IN,Michigan City-La Porte
2005,,,,0.087,,38.0,13.6,,, IN,Michigan City-La Porte
2006,,,,0.07200000000000001,,28.0,11.1,,, IN,Michigan City-La Porte
2007,,,,0.076,,32.0,12.4,,, IN,Michigan City-La Porte
2008,,,,0.062,,28.0,11.2,,, IN,Michigan City-La Porte
2009,,,,0.065,,24.0,10.1,,, IN,Michigan City-La Porte
2010,,,,0.069,,29.0,10.7,,, IN,Michigan City-La Porte
2011,,,,0.075,,21.0,9.8,,, IN,Michigan City-La Porte
2012,,,,0.09,,26.0,9.7,,, IN,Michigan City-La Porte
2013,,,,0.067,,19.0,9.3,,, IN,Michigan City-La Porte
2014,,,,0.066,,24.0,10.0,,, IN,Michigan City-La Porte
2015,,,,0.064,,24.0,9.1,,, IN,Michigan City-La Porte
2016,,,,0.07,,17.0,7.7,,, IN,Michigan City-La Porte
2017,,,,0.075,,20.0,7.4,,, IN,Michigan City-La Porte
2018,,,,0.077,,16.0,7.4,,, IN,Michigan City-La Porte
2019,,,,0.066,,24.0,7.9,,, IN,Michigan City-La Porte
2000,,,,0.09,,37.0,15.9,,, KY,Middlesborough
2001,,,,0.077,,37.0,15.9,,, KY,Middlesborough
2002,,,,0.091,,26.0,14.3,,, KY,Middlesborough
2003,,,,0.078,,33.0,14.2,,, KY,Middlesborough
2004,,,,0.069,,30.0,13.4,,, KY,Middlesborough
2005,,,,0.077,,28.0,13.6,,, KY,Middlesborough
2006,,,,0.066,,26.0,13.7,,, KY,Middlesborough
2007,,,,0.071,,41.0,16.5,,, KY,Middlesborough
2008,,,,0.07,,24.0,12.5,,, KY,Middlesborough
2009,,,,0.06,,23.0,10.4,,, KY,Middlesborough
2010,,,,0.068,,28.0,12.9,,, KY,Middlesborough
2011,,,,0.062,,26.0,10.6,,, KY,Middlesborough
2012,,,,0.066,,20.0,10.3,,, KY,Middlesborough
2013,,,,0.057999999999999996,,17.0,9.1,,, KY,Middlesborough
2014,,,,0.062,,17.0,9.0,,, KY,Middlesborough
2015,,,,0.059000000000000004,,19.0,8.7,,, KY,Middlesborough
2016,,,,0.062,,41.0,10.1,,, KY,Middlesborough
2017,,,,0.06,,16.0,7.6,,, KY,Middlesborough
2018,,,,0.061,,16.0,7.6,,, KY,Middlesborough
2019,,,,0.059000000000000004,,17.0,7.3,,, KY,Middlesborough
2000,,,,0.085,45.0,31.0,13.1,,, WI,Milwaukee-Waukesha-West Allis
2001,,,,0.095,49.0,38.0,13.8,,, WI,Milwaukee-Waukesha-West Allis
2002,,,,0.09300000000000001,47.0,35.0,12.7,,, WI,Milwaukee-Waukesha-West Allis
2003,,,,0.09,59.0,31.0,12.3,,, WI,Milwaukee-Waukesha-West Allis
2004,,,,0.071,58.0,35.0,12.0,,, WI,Milwaukee-Waukesha-West Allis
2005,,,,0.092,60.0,40.0,14.3,,, WI,Milwaukee-Waukesha-West Allis
2006,,,,0.071,54.0,37.0,13.3,,, WI,Milwaukee-Waukesha-West Allis
2007,,,,0.081,63.0,38.0,14.5,,, WI,Milwaukee-Waukesha-West Allis
2008,,,,0.066,38.0,28.0,12.9,,, WI,Milwaukee-Waukesha-West Allis
2009,,,,0.069,39.0,37.0,11.7,,, WI,Milwaukee-Waukesha-West Allis
2010,,,,0.078,50.0,33.0,11.0,,, WI,Milwaukee-Waukesha-West Allis
2011,,,,0.07200000000000001,50.0,25.0,10.9,,, WI,Milwaukee-Waukesha-West Allis
2012,,,,0.08900000000000001,47.0,25.0,10.4,,, WI,Milwaukee-Waukesha-West Allis
2013,,,,0.068,32.0,23.0,9.7,,, WI,Milwaukee-Waukesha-West Allis
2014,,,,0.07,41.0,23.0,9.7,,, WI,Milwaukee-Waukesha-West Allis
2015,,,,0.069,28.0,23.0,9.1,,, WI,Milwaukee-Waukesha-West Allis
2016,,,,0.07400000000000001,31.0,19.0,8.0,,, WI,Milwaukee-Waukesha-West Allis
2017,,,,0.07,35.0,20.0,7.4,,, WI,Milwaukee-Waukesha-West Allis
2018,,,,0.073,31.0,22.0,8.5,,, WI,Milwaukee-Waukesha-West Allis
2019,,,,0.064,31.0,22.0,8.5,,, WI,Milwaukee-Waukesha-West Allis
2000,2.7,41.0,11.0,0.065,71.0,36.0,11.8,,39.0, MN-WI,Minneapolis-St. Paul-Bloomington
2001,2.5,41.0,10.0,0.076,71.0,31.0,11.4,,34.0, MN-WI,Minneapolis-St. Paul-Bloomington
2002,2.1,33.0,9.0,0.073,58.0,26.0,10.3,,27.0, MN-WI,Minneapolis-St. Paul-Bloomington
2003,2.0,34.0,10.0,0.07,67.0,24.0,9.9,,44.0, MN-WI,Minneapolis-St. Paul-Bloomington
2004,1.5,36.0,9.0,0.062,59.0,28.0,8.9,,39.0, MN-WI,Minneapolis-St. Paul-Bloomington
2005,1.4,37.0,9.0,0.073,63.0,29.0,10.4,,37.0, MN-WI,Minneapolis-St. Paul-Bloomington
2006,1.4,35.0,10.0,0.069,70.0,22.0,9.0,,27.0, MN-WI,Minneapolis-St. Paul-Bloomington
2007,1.2,34.0,10.0,0.07,74.0,25.0,10.0,,24.0, MN-WI,Minneapolis-St. Paul-Bloomington
2008,1.0,32.0,7.0,0.057999999999999996,45.0,27.0,10.0,,23.0, MN-WI,Minneapolis-St. Paul-Bloomington
2009,1.5,29.0,7.0,0.06,49.0,37.0,9.9,,20.0, MN-WI,Minneapolis-St. Paul-Bloomington
2010,1.6,30.0,8.0,0.064,64.0,31.0,9.3,,20.0, MN-WI,Minneapolis-St. Paul-Bloomington
2011,0.9,30.0,7.0,0.064,84.0,23.0,8.9,,10.0, MN-WI,Minneapolis-St. Paul-Bloomington
2012,1.0,29.0,8.0,0.068,55.0,23.0,9.0,,10.0, MN-WI,Minneapolis-St. Paul-Bloomington
2013,1.2,29.0,7.0,0.064,57.0,21.0,8.4,,11.0, MN-WI,Minneapolis-St. Paul-Bloomington
2014,1.0,28.0,7.0,0.062,49.0,22.0,8.1,,9.0, MN-WI,Minneapolis-St. Paul-Bloomington
2015,1.0,25.0,6.0,0.06,90.0,17.0,7.0,,7.0, MN-WI,Minneapolis-St. Paul-Bloomington
2016,0.9,24.0,6.0,0.061,64.0,19.0,6.7,,7.0, MN-WI,Minneapolis-St. Paul-Bloomington
2017,0.9,23.0,6.0,0.061,86.0,17.0,7.1,,8.0, MN-WI,Minneapolis-St. Paul-Bloomington
2018,1.7,28.0,6.0,0.062,56.0,21.0,7.9,,8.0, MN-WI,Minneapolis-St. Paul-Bloomington
2019,1.0,25.0,6.0,0.059000000000000004,81.0,22.0,7.3,,7.0, MN-WI,Minneapolis-St. Paul-Bloomington
2000,,,,0.091,,,,,, AL,Mobile
2001,,,,0.07400000000000001,,,,,, AL,Mobile
2002,,,,0.077,,,,,, AL,Mobile
2003,,,,0.081,,,,,, AL,Mobile
2004,,,,0.076,,,,,, AL,Mobile
2005,,,,0.073,,,,,, AL,Mobile
2006,,,,0.083,,,,,, AL,Mobile
2007,,,,0.079,,,,,, AL,Mobile
2008,,,,0.073,,,,,, AL,Mobile
2009,,,,0.07,,,,,, AL,Mobile
2010,,,,0.076,,,,,, AL,Mobile
2011,,,,0.071,,,,,, AL,Mobile
2012,,,,0.07,,,,,, AL,Mobile
2013,,,,0.061,,,,,, AL,Mobile
2014,,,,0.069,,,,,, AL,Mobile
2015,,,,0.062,,,,,, AL,Mobile
2016,,,,0.063,,,,,, AL,Mobile
2017,,,,0.064,,,,,, AL,Mobile
2018,,,,0.065,,,,,, AL,Mobile
2019,,,,0.057999999999999996,,,,,, AL,Mobile
2000,,55.0,16.0,0.08900000000000001,95.0,71.0,18.7,,, CA,Modesto
2001,,62.0,17.0,0.09300000000000001,124.0,69.0,15.6,,, CA,Modesto
2002,,68.0,17.0,0.095,83.0,69.0,18.7,,, CA,Modesto
2003,,58.0,15.0,0.08800000000000001,75.0,47.0,14.5,,, CA,Modesto
2004,,55.0,14.0,0.084,55.0,45.0,13.6,,, CA,Modesto
2005,,53.0,13.0,0.084,74.0,55.0,13.9,,, CA,Modesto
2006,,51.0,13.0,0.091,88.0,52.0,14.8,,, CA,Modesto
2007,,46.0,12.0,0.076,71.0,57.0,15.0,,, CA,Modesto
2008,,52.0,12.0,0.098,79.0,54.0,16.0,,, CA,Modesto
2009,,48.0,11.0,0.083,62.0,55.0,13.0,,, CA,Modesto
2010,,39.0,10.0,0.08,68.0,37.0,12.1,,, CA,Modesto
2011,,41.0,11.0,0.081,67.0,55.0,14.7,,, CA,Modesto
2012,,44.0,11.0,0.085,77.0,41.0,11.9,,, CA,Modesto
2013,,46.0,11.0,0.078,77.0,56.0,14.3,,, CA,Modesto
2014,,41.0,10.0,0.081,54.0,50.0,11.4,,, CA,Modesto
2015,,36.0,9.0,0.084,64.0,31.0,9.1,,, CA,Modesto
2016,,42.0,9.0,0.083,57.0,36.0,11.1,,, CA,Modesto
2017,,46.0,10.0,0.084,107.0,51.0,12.9,,, CA,Modesto
2018,,47.0,10.0,0.081,110.0,100.0,15.2,,, CA,Modesto
2019,,44.0,9.0,0.079,93.0,28.0,7.7,,, CA,Modesto
2000,,,,0.081,,27.0,13.3,,, LA,Monroe
2001,,,,0.077,,27.0,11.9,,, LA,Monroe
2002,,,,0.078,,33.0,10.8,,, LA,Monroe
2003,,,,0.08,,26.0,11.7,,, LA,Monroe
2004,,,,0.073,,22.0,10.4,,, LA,Monroe
2005,,,,0.079,,34.0,13.2,,, LA,Monroe
2006,,,,0.076,,33.0,12.2,,, LA,Monroe
2007,,,,0.065,,26.0,11.2,,, LA,Monroe
2008,,,,0.057,,20.0,9.3,,, LA,Monroe
2009,,,,0.066,,17.0,8.6,,, LA,Monroe
2010,,,,0.07,,19.0,9.5,,, LA,Monroe
2011,,,,0.063,,21.0,9.4,,, LA,Monroe
2012,,,,0.057999999999999996,,20.0,9.2,,, LA,Monroe
2013,,,,0.062,,21.0,8.1,,, LA,Monroe
2014,,,,0.059000000000000004,,16.0,7.7,,, LA,Monroe
2015,,,,0.06,,18.0,7.9,,, LA,Monroe
2016,,,,0.06,,20.0,8.5,,, LA,Monroe
2017,,,,0.061,,17.0,7.8,,, LA,Monroe
2018,,,,0.057,,24.0,7.9,,, LA,Monroe
2019,,,,0.059000000000000004,,15.0,7.2,,, LA,Monroe
2000,,,,0.086,,,,,, AL,Montgomery
2001,,,,0.077,,,,,, AL,Montgomery
2002,,,,0.081,,,,,, AL,Montgomery
2003,,,,0.066,,,,,, AL,Montgomery
2004,,,,0.063,,,,,, AL,Montgomery
2005,,,,0.069,,,,,, AL,Montgomery
2006,,,,0.07400000000000001,,,,,, AL,Montgomery
2007,,,,0.08,,,,,, AL,Montgomery
2008,,,,0.069,,,,,, AL,Montgomery
2009,,,,0.064,,,,,, AL,Montgomery
2010,,,,0.07200000000000001,,,,,, AL,Montgomery
2011,,,,0.07,,,,,, AL,Montgomery
2012,,,,0.066,,,,,, AL,Montgomery
2013,,,,0.061,,,,,, AL,Montgomery
2014,,,,0.062,,,,,, AL,Montgomery
2015,,,,0.063,,,,,, AL,Montgomery
2016,,,,0.063,,,,,, AL,Montgomery
2017,,,,0.057,,,,,, AL,Montgomery
2018,,,,0.062,,,,,, AL,Montgomery
2019,,,,0.06,,,,,, AL,Montgomery
2000,,,,0.08,,33.0,15.0,,186.0, WV,Morgantown
2001,,,,0.076,,37.0,14.9,,197.0, WV,Morgantown
2002,,,,0.087,,43.0,15.2,,282.0, WV,Morgantown
2003,,,,0.075,,39.0,14.6,,176.0, WV,Morgantown
2004,,,,0.066,,34.0,13.8,,182.0, WV,Morgantown
2005,,,,0.081,,35.0,15.0,,140.0, WV,Morgantown
2006,,,,0.077,,34.0,13.5,,181.0, WV,Morgantown
2007,,,,0.078,,40.0,14.8,,193.0, WV,Morgantown
2008,,,,0.066,,28.0,12.5,,130.0, WV,Morgantown
2009,,,,0.063,,23.0,10.8,,182.0, WV,Morgantown
2010,,,,0.077,,24.0,11.3,,24.0, WV,Morgantown
2011,,,,0.069,,29.0,10.6,,22.0, WV,Morgantown
2012,,,,0.07200000000000001,,18.0,8.9,,16.0, WV,Morgantown
2013,,,,0.064,,19.0,8.9,,14.0, WV,Morgantown
2014,,,,0.064,,17.0,8.6,,15.0, WV,Morgantown
2015,,,,0.069,,20.0,8.2,,16.0, WV,Morgantown
2016,,,,0.059000000000000004,,16.0,7.4,,9.0, WV,Morgantown
2017,,,,0.061,,18.0,7.3,,11.0, WV,Morgantown
2018,,,,0.062,,19.0,6.9,,12.0, WV,Morgantown
2019,,,,0.06,,15.0,7.2,,14.0, WV,Morgantown
2000,,,,0.095,,,,,, TN,Morristown
2001,,,,0.091,,,,,, TN,Morristown
2002,,,,0.099,,,,,, TN,Morristown
2003,,,,0.085,,,,,, TN,Morristown
2004,,,,0.078,,,,,, TN,Morristown
2005,,,,0.084,,,,,, TN,Morristown
2006,,,,0.083,,,,,, TN,Morristown
2007,,,,0.085,,,,,, TN,Morristown
2008,,,,0.075,,,,,, TN,Morristown
2009,,,,0.068,,,,,, TN,Morristown
2010,,,,0.079,,,,,, TN,Morristown
2011,,,,0.073,,,,,, TN,Morristown
2012,,,,0.08199999999999999,,,,,, TN,Morristown
2013,,,,0.065,,,,,, TN,Morristown
2014,,,,0.067,,,,,, TN,Morristown
2015,,,,0.07,,,,,, TN,Morristown
2016,,,,0.068,,,,,, TN,Morristown
2017,,,,0.065,,,,,, TN,Morristown
2018,,,,0.067,,,,,, TN,Morristown
2019,,,,0.065,,,,,, TN,Morristown
2000,,,,0.09,,,,,, OH,Mount Vernon
2001,,,,0.087,,,,,, OH,Mount Vernon
2002,,,,0.095,,,,,, OH,Mount Vernon
2003,,,,0.083,,,,,, OH,Mount Vernon
2004,,,,0.073,,,,,, OH,Mount Vernon
2005,,,,0.081,,,,,, OH,Mount Vernon
2006,,,,0.075,,,,,, OH,Mount Vernon
2007,,,,0.08,,,,,, OH,Mount Vernon
2008,,,,0.07400000000000001,,,,,, OH,Mount Vernon
2009,,,,0.068,,,,,, OH,Mount Vernon
2010,,,,0.073,,,,,, OH,Mount Vernon
2011,,,,0.079,,,,,, OH,Mount Vernon
2012,,,,0.07400000000000001,,,,,, OH,Mount Vernon
2013,,,,0.067,,,,,, OH,Mount Vernon
2014,,,,0.066,,,,,, OH,Mount Vernon
2015,,,,0.071,,,,,, OH,Mount Vernon
2016,,,,0.066,,,,,, OH,Mount Vernon
2017,,,,0.063,,,,,, OH,Mount Vernon
2018,,,,0.063,,,,,, OH,Mount Vernon
2019,,,,0.063,,,,,, OH,Mount Vernon
2000,,,,0.084,,35.0,16.2,0.65,, IN,Muncie
2001,,,,0.084,,36.0,14.5,1.08,, IN,Muncie
2002,,,,0.095,,30.0,14.5,1.0,, IN,Muncie
2003,,,,0.085,,37.0,14.0,0.92,, IN,Muncie
2004,,,,0.07,,27.0,12.3,3.5,, IN,Muncie
2005,,,,0.081,,37.0,16.4,1.39,, IN,Muncie
2006,,,,0.07200000000000001,,27.0,11.9,0.89,, IN,Muncie
2007,,,,0.079,,33.0,13.3,0.93,, IN,Muncie
2008,,,,0.062,,26.0,11.7,2.14,, IN,Muncie
2009,,,,0.068,,21.0,11.1,0.26,, IN,Muncie
2010,,,,0.067,,32.0,12.8,0.26,, IN,Muncie
2011,,,,0.07,,27.0,11.1,0.25,, IN,Muncie
2012,,,,0.075,,22.0,9.9,0.34,, IN,Muncie
2013,,,,0.061,,20.0,9.8,0.06,, IN,Muncie
2014,,,,0.054000000000000006,,32.0,10.3,0.05,, IN,Muncie
2015,,,,0.057999999999999996,,18.0,9.0,0.11,, IN,Muncie
