id,log_income,subject,gap
600001,11.39204788208008,math,-0.5628551662829374
600006,11.6072359085083,math,0.06116342190257066
600011,10.704569816589359,math,-0.0154174278222427
600012,10.58978652954102,math,
600013,11.399662017822273,math,0.0544540398929237
600014,10.826107025146479,math,0.020526454824926037
600015,10.31087493896484,math,-0.007544880658130966
600016,11.06938362121582,math,0.0010630632106341854
600017,10.78744506835938,math,-0.03274515703134464
600018,10.25201797485352,math,
600019,11.74435329437256,math,0.07716571194728603
600020,11.808919906616213,math,0.06863051725191906
600021,11.50899219512939,math,
600022,10.24083518981934,math,-0.02764383469182576
600025,11.814537048339838,math,0.1771433945732876
600026,10.66465950012207,math,0.04098797867845636
600027,11.061327934265142,math,-0.0651920766867334
600028,11.37741756439209,math,-0.003690209421696861
600029,11.30858516693115,math,-0.01258636102890008
600031,10.37092208862305,math,
600032,11.52828598022461,math,0.0748073136212217
600033,10.54428291320801,math,-0.15526762675456127
600034,11.37455272674561,math,-0.012477677528710044
600035,10.48046398162842,math,-0.09673279388923736
600036,11.14308834075928,math,-0.04714522752266687
600037,10.7682523727417,math,-0.10069349377110932
600039,10.822449684143072,math,-0.08299738389207774
600040,10.75186824798584,math,-0.018013623990234783
600042,10.57500648498535,math,
600043,11.503466606140142,math,0.0889811312050415
600044,11.302478790283198,math,-0.007289306665646675
600045,10.65819263458252,math,-0.024750693682199662
600046,10.87400436401367,math,-0.12985348348654446
600047,11.245462417602539,math,-0.05012790791032372
600048,10.982802391052251,math,-0.0600511874339514
600049,11.030333518981928,math,-0.05841457220755422
600051,10.74984073638916,math,-0.02184406504107823
600052,10.59512329101563,math,0.03967350522900909
600060,11.1112060546875,math,-0.0038724285437013992
600061,10.780407905578608,math,-0.17397074276900298
600062,10.97074890136719,math,0.058387972866716174
600063,10.86381149291992,math,0.11936118696407128
600064,10.41744613647461,math,-0.029196438951285875
600065,10.572991371154787,math,-0.0766652729704644
600067,10.65362548828125,math,-0.012544991470803913
600068,11.179920196533198,math,-0.10357098881409303
600069,11.18924808502197,math,0.011668545825799986
600153,10.85792636871338,math,-0.06659595302421402
600158,10.80752468109131,math,-0.058394425528769875
600159,10.71937465667725,math,0.058784185127675324
600160,10.975931167602539,math,0.006848855456433535
601331,10.588629722595213,math,-0.20101477129455966
601332,10.656843185424801,math,-0.08283806271960484
601339,,math,0.0035587227175591365
601409,,math,0.0999068836925179
601410,,math,0.05245248413651405
601414,11.14364528656006,math,-0.016262172450401402
601415,,math,-0.056937125672714736
601418,,math,-0.07525505988884877
601420,,math,-0.10701264052829132
601421,,math,-0.0911020397377291
601423,,math,0.05253144242090033
601426,,math,0.0905419011036191
601427,,math,-0.015681085787890448
601428,,math,-0.024930125843282545
601442,,math,0.01735027317748042
601620,11.15050506591797,math,-0.0474117262182389
601680,10.976290702819819,math,-0.10242158828608494
601710,10.71150207519531,math,-0.13635069917789455
601770,11.397366523742681,math,0.031411578980590084
601860,11.29012966156006,math,-0.1165690798723334
601890,11.324156761169428,math,
601950,10.88011074066162,math,-0.07221808385130507
601980,10.31390953063965,math,
602010,10.326334953308107,math,
602070,10.968690872192381,math,
602100,11.3067626953125,math,-0.0979513126988094
602160,11.36062431335449,math,0.048458709513802066
602220,10.34849262237549,math,-0.325738992187407
602250,10.923826217651367,math,
602310,11.121335983276367,math,-0.0800931763019906
602360,10.70630741119385,math,-0.13112566354424254
602370,10.74021911621094,math,
602430,10.997007369995119,math,-0.10299565691375183
602450,10.9269437789917,math,-0.07987293001281696
602610,10.96921634674072,math,0.003026066795303823
602730,10.64942264556885,math,-0.4415080420371197
602760,10.51495933532715,math,0.07417147134564414
602850,11.07356739044189,math,-0.11726738448777475
602970,11.355020523071287,math,0.06524656576949313
603000,10.29889392852783,math,0.06514645403895565
603060,11.209935188293462,math,-0.08922573185587268
603090,10.82584953308105,math,
603180,10.65876483917236,math,-0.0884674396618079
603270,10.464963912963867,math,-0.10916649469498617
603300,11.15180206298828,math,0.006641351496372944
603420,10.76620674133301,math,-0.05390029859412086
603480,10.96713924407959,math,-0.01946449273980344
603600,10.99164295196533,math,-0.041059155813896665
603610,10.72440242767334,math,
603630,10.50872707366943,math,-0.06651303248348125
603690,10.94316959381104,math,-0.01115309461013072
603720,11.50443172454834,math,
603750,10.956613540649409,math,0.053547590018734735
