Order,Family,Genus,Species,Subspecies,Genus_Species,Sample size,Sex,Method,Body weight (g),SVL (mm),Brain weight (g),Brain volume (mm3),Age Class,Species Name in original article,Reference,Remark
Anura,Ranidae,Rana,pleuraden,,Rana_pleuraden,1,m,Mass,10.58,49.44,0.0655,,adult,Pelophylax_pleuraden,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Ranidae,Rana,pleuraden,,Rana_pleuraden,1,m,Mass,10.72,49.47,0.0467,,adult,Pelophylax_pleuraden,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Ranidae,Rana,pleuraden,,Rana_pleuraden,1,m,Mass,11.78,49.54,0.0724,,adult,Pelophylax_pleuraden,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Ranidae,Rana,pleuraden,,Rana_pleuraden,1,m,Mass,13.63,51.73,0.0632,,adult,Pelophylax_pleuraden,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Ranidae,Rana,pleuraden,,Rana_pleuraden,1,m,Mass,17.37,55.49,0.0605,,adult,Pelophylax_pleuraden,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,3.8038,38.05,0.0416,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,3.911,38.07,0.0412,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,4.0672,39.75,0.0438,33.58,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,5.1001,40.85,0.0557,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,5.0349,41.77,0.0474,32.16,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,5.6243,41.97,0.041,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,5.1626,42,0.0516,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,4.6524,42.48,0.039,25.94,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,4.7821,42.91,0.0266,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,5.2907,43.57,0.0292,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,4.7953,44.14,0.0248,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,6.0064,44.59,0.0512,32.63,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,6.3723,44.65,0.056,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,5.8603,45.23,0.0602,36.86,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,5.9069,46,0.0392,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Polypedates,megacephalus,,Polypedates_megacephalus,1,m,Mass,6.5172,47.88,0.0496,24.77,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,chenfui,,Rhacophorus_chenfui,1,m,Mass,5.0926,37.87,0.0257,14.81,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,chenfui,,Rhacophorus_chenfui,1,m,Mass,5.7547,38.58,0.0335,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,chenfui,,Rhacophorus_chenfui,1,m,Mass,6.4169,39.29,0.0413,20.72,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,dugritei,,Rhacophorus_dugritei,1,m,Mass,4.8743,38.3,0.036,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,dugritei,,Rhacophorus_dugritei,1,m,Mass,4.7488,39.05,0.0464,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,dugritei,,Rhacophorus_dugritei,1,m,Mass,4.631,40.15,0.0429,22.68,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,dugritei,,Rhacophorus_dugritei,1,m,Mass,5.218,41.36,0.0497,25.34,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,dugritei,,Rhacophorus_dugritei,1,m,Mass,4.8912,41.59,0.041,22.5,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,dugritei,,Rhacophorus_dugritei,1,m,Mass,5.3929,42.03,0.0398,20.93,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,dugritei,,Rhacophorus_dugritei,1,m,Mass,6.0692,42.1,0.0398,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,dugritei,,Rhacophorus_dugritei,1,m,Mass,7.2152,42.32,0.0407,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,dugritei,,Rhacophorus_dugritei,1,m,Mass,5.8253,42.86,0.0369,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,dugritei,,Rhacophorus_dugritei,1,m,Mass,6.0421,43.04,0.0418,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,dugritei,,Rhacophorus_dugritei,1,m,Mass,6.0135,43.11,0.0451,21.64,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,dugritei,,Rhacophorus_dugritei,1,m,Mass,5.9508,44.68,0.0441,25.99,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,omeimontis,,Rhacophorus_omeimontis,1,m,Mass,8.96,54.45,0.0603,52.49,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,omeimontis,,Rhacophorus_omeimontis,1,m,Mass,8.87,55.04,0.0428,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,omeimontis,,Rhacophorus_omeimontis,1,m,Mass,10.57,55.92,0.0573,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,omeimontis,,Rhacophorus_omeimontis,1,m,Mass,10.76,56.38,0.0747,49.16,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,omeimontis,,Rhacophorus_omeimontis,1,m,Mass,11.04,57.56,0.0642,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,omeimontis,,Rhacophorus_omeimontis,1,m,Mass,11.01,57.58,0.0698,44.37,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,omeimontis,,Rhacophorus_omeimontis,1,m,Mass,9.71,57.98,0.0572,31,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,omeimontis,,Rhacophorus_omeimontis,1,m,Mass,12.33,60.21,0.0674,52.3,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,omeimontis,,Rhacophorus_omeimontis,1,m,Mass,14.11,64.24,0.0652,,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,omeimontis,,Rhacophorus_omeimontis,1,m,Mass,14.6,65.79,0.0877,43.15,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,Rhacophoridae,Rhacophorus,omeimontis,,Rhacophorus_omeimontis,1,m,Mass,13.93,66.32,0.0874,40.35,adult,,Liao WB et al. (2016) Am.Nat. 188:693-700,
Anura,UNKNOWN,Brachytarsophrys,chuannanensis,,Brachytarsophrys_chuannanensis,1,m,Mass,113.75,109.47,0.078404,42.69,adult,,Zeng ZB et al. (2016) Ecol. Evol. 6:7070-7079,"Used emprical data converting anuran brain volume to brain mass: mass (g) = 0.0016 * vol (mm3) + 0.0101, based on corresponding mass and volume data from Zeng et al (2016) and Liao et al. (2016)"
Anura,UNKNOWN,Brachytarsophrys,chuannanensis,,Brachytarsophrys_chuannanensis,1,m,Mass,87.88,94.25,0.080132,43.77,adult,,Zeng ZB et al. (2016) Ecol. Evol. 6:7070-7079,"Used emprical data converting anuran brain volume to brain mass: mass (g) = 0.0016 * vol (mm3) + 0.0101, based on corresponding mass and volume data from Zeng et al (2016) and Liao et al. (2016)"
Anura,UNKNOWN,Brachytarsophrys,feae,,Brachytarsophrys_feae,1,m,Mass,93.5049,95.61,0.047076,23.11,adult,,Zeng ZB et al. (2016) Ecol. Evol. 6:7070-7079,"Used emprical data converting anuran brain volume to brain mass: mass (g) = 0.0016 * vol (mm3) + 0.0101, based on corresponding mass and volume data from Zeng et al (2016) and Liao et al. (2016)"
Urodela,Ambystomatidae,Ambystoma,maculatum,,Ambystoma_maculatum,3,unknown,Mass,14.45,,0.0372,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Ambystomatidae,Ambystoma,mexicanum,,Ambystoma_mexicanum,1,unknown,Mass,52.6,,0.072,,unknown,Ambystoma sp.,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,Identity guessed from its large body mass
Urodela,Ambystomatidae,Ambystoma,texanum,,Ambystoma_texanum,4,unknown,Mass,4.09,,0.0152,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Ambystomatidae,Dicamptodon,ensatus,,Dicamptodon_ensatus,1,unknown,Mass,81.82,,0.1169,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Ambystomatidae,Rhyacotriton,olympicus,,Rhyacotriton_olympicus,2,unknown,Mass,1.14,,0.012,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Hynobiidae,Hynobius,naevius,,Hynobius_naevius,1,unknown,Mass,4.55,,0.0192,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Hynobiidae,Hynobius,nebulosus,,Hynobius_nebulosus,1,unknown,Mass,2,,0.009,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,f,Mass,5.74,,0.0214,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,f,Mass,4.65,,0.0194,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,f,Mass,4.07,,0.0208,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,f,Mass,4.99,,0.0222,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,f,Mass,5.52,,0.026,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,f,Mass,4.32,,0.0191,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,f,Mass,4.41,,0.0198,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,f,Mass,5.57,,0.022,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,f,Mass,4.6,,0.0203,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,m,Mass,4.5,,0.0202,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,m,Mass,5.02,,0.0213,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,m,Mass,6.31,,0.0234,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,m,Mass,4.79,,0.0212,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,m,Mass,5.61,,0.0226,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,m,Mass,5.59,,0.0231,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,m,Mass,4.45,,0.0206,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,m,Mass,5.91,,0.022,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Hynobiidae,Onychodactylus,japonicus,,Onychodactylus_japonicus,1,m,Mass,5.81,,0.0226,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Aneides,lugubris,,Aneides_lugubris,2,m,Mass,4.59,,0.0235,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,f,Mass,0.87,,0.0039,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,f,Mass,0.81,,0.0035,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,f,Mass,0.67,,0.0032,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,f,Mass,0.57,,0.0031,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,f,Mass,0.98,,0.0034,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,f,Mass,0.44,,0.0027,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,f,Mass,1.04,,0.0041,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,f,Mass,1.02,,0.0037,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,f,Mass,0.66,,0.003,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,f,Mass,0.6,,0.0037,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,f,Mass,1,,0.0032,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,f,Mass,0.93,,0.0036,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,m,Mass,0.83,,0.0037,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,m,Mass,0.71,,0.0035,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,m,Mass,0.86,,0.0035,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,m,Mass,0.87,,0.0035,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,m,Mass,0.57,,0.0027,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,m,Mass,1.22,,0.0039,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,m,Mass,0.99,,0.0037,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,m,Mass,0.97,,0.0035,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,m,Mass,0.65,,0.0031,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,m,Mass,1.15,,0.0039,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,m,Mass,0.83,,0.0036,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,m,Mass,1.12,,0.004,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Batrachoseps,attenuatus,,Batrachoseps_attenuatus,1,m,Mass,0.83,,0.0036,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Bolitoglossa,altamazonica,,Bolitoglossa_altamazonica,1,unknown,Mass,1,,0.0088,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Plethodontidae,Desmognathus,monticola,,Desmognathus_monticola,1,unknown,Mass,3.9,,0.0108,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Plethodontidae,Ensatina,eschscholtzii,xanthopica,Ensatina_eschscholtzii,2,unknown,Mass,4.05,,0.027,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Plethodontidae,Eurycea,bislineata,wilderae,Eurycea_bislineata,1,unknown,Mass,1.34,,0.0078,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Plethodontidae,Eurycea,longicauda,,Eurycea_longicauda,3,unknown,Mass,2.04,,0.0142,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Plethodontidae,Hydromantes,strinatii,,Hydromantes_strinatii,13,unknown,Mass,2.27,,0.0218,,unknown,Hydromantes italicus strinatii,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Plethodontidae,Plethodon,cinereus,,Plethodon_cinereus,11,unknown,Mass,0.89,,0.0064,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Plethodontidae,Plethodon,glutinosus,,Plethodon_glutinosus,1,unknown,Mass,1.9,,0.0128,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Plethodontidae,Plethodon,jordani,shermani,Plethodon_jordani,1,unknown,Mass,0.72,,0.006,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Plethodontidae,Plethodon,richmondi,,Plethodon_richmondi,7,unknown,Mass,1.24,,0.0084,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Plethodontidae,Speleomantes,italicus,,Hydromantes_italicus,1,f,Mass,2.19,,0.0202,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Speleomantes,italicus,,Hydromantes_italicus,1,f,Mass,2.51,,0.023,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Speleomantes,italicus,,Hydromantes_italicus,1,f,Mass,2.85,,0.0226,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Speleomantes,italicus,,Hydromantes_italicus,1,f,Mass,2.18,,0.0191,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Speleomantes,italicus,,Hydromantes_italicus,1,f,Mass,1.94,,0.0178,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Speleomantes,italicus,,Hydromantes_italicus,1,f,Mass,1.62,,0.0195,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Speleomantes,italicus,,Hydromantes_italicus,1,f,Mass,2.85,,0.0215,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Speleomantes,italicus,,Hydromantes_italicus,1,m,Mass,2.55,,0.0243,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Speleomantes,italicus,,Hydromantes_italicus,1,m,Mass,1.9,,0.0222,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Speleomantes,italicus,,Hydromantes_italicus,1,m,Mass,2.26,,0.0191,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Speleomantes,italicus,,Hydromantes_italicus,1,m,Mass,2.16,,0.0252,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Speleomantes,italicus,,Hydromantes_italicus,1,m,Mass,2.2,,0.0208,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Plethodontidae,Speleomantes,italicus,,Hydromantes_italicus,1,m,Mass,2.28,,0.0197,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
Urodela,Proteidae,Necturus,maculosus,,Necturus_maculosus,2,unknown,Mass,94.85,,0.114,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Proteidae,Proteus,anguinus,,Proteus_anguinus,3,unknown,Mass,15.33,,0.0337,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Calotriton,asper,castelmoulinensis,Calotriton_asper,33,unknown,Mass,6.01,,0.0252,,unknown,Euproctus_asper,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Calotriton,asper,,Calotriton_asper,9,unknown,Mass,7.04,,0.0253,,unknown,Euproctus_asper,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Cynops,pyrrhogaster,,Cynops_pyrrhogaster,3,unknown,Mass,4.08,,0.0186,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Euproctus,montanus,,Euproctus_montanus,3,unknown,Mass,2.05,,0.0144,,unknown,,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:483-501,
Urodela,Salamandridae,Ichthyosaura,alpestris,,Ichthyosaura_alpestris,1,f,Mass,3.35,,0.015,,unknown,Triturus_alpestris,Thireau M (1975) Bull. Mus. Natn. Hist. Nat. Paris. Zool. 207:467-482,
