sedalea,grade,sedaleanm,urban,suburb,town,rural,locale,perind,perasn,perhsp,perblk,perwht,perfl,perrl,perecd,perell,perspeced,totenrl,gslo,gshi,hswhtblk,hswhthsp,hsflnfl,hsecdnec,rswhtblk,rswhthsp,rsflnfl,rsecdnec,perfrl,sesall,sesblk,seshsp,seswht,lninc50all,lninc50blk,lninc50hsp,lninc50wht,baplusall,baplusblk,baplushsp,bapluswht,povertyall,povertyblk,povertyhsp,povertywht,unempall,unempblk,unemphsp,unempwht,snapall,snapblk,snaphsp,snapwht,single_momall,single_momblk,single_momhsp,single_momwht,seswhtblk,seswhthsp
612840,8.0,ESCALON UNIFIED                                             ,0.0,0.0,1.0,0.0,"Town, Fringe",0.0032418722,0.022256985,0.51562142,0.0028057527,0.45607394,0.50360298,0.045622494000000006,0.5970149,0.2153322,0.10562181,213.0,Kindergarten,12.0,0.042766869000000006,0.0092666401,0.0075291232,0.012988539,0.0045829364,0.01273605,0.010291005,0.017904889,0.54922551,0.6439279913902283,-0.1396961659193039,0.0025537665933371,0.8237887620925903,11.04476261138916,11.019290924072273,10.787217140197749,11.06996822357178,0.1568427085876465,0.0553624853491783,0.0616102144122124,0.1742122918367386,0.1209290102124214,0.1238190457224846,0.1819975972175598,0.0888999700546265,0.0417359359562397,0.0867302492260933,0.0511019118130207,0.0358558781445026,0.0662960857152939,0.1731868833303452,0.1016301140189171,0.0608509741723537,0.1304423958063126,0.2674446702003479,0.1484942883253098,0.1242602691054344,1.149131894111633,0.8457309603691101
612880,4.0,ESCONDIDO UNION                                             ,1.0,0.0,0.0,0.0,"City, Large",0.0017623023999999996,0.041731361,0.70309657,0.021345802,0.23206399,0.58001328,0.10509855,0.72201139,0.33771876,0.13250385,2165.0,Kindergarten,12.0,0.29283991,0.32876822,0.18158735,0.35560212,0.29356587,0.35826874,0.23451033,0.39441288,0.68511182,0.3602835834026337,-0.2654379904270172,-0.4497276544570923,0.954189956188202,10.985865592956538,10.83535385131836,10.736008644104,11.14956474304199,0.2546409368515015,0.191795751452446,0.0874730721116066,0.3658912777900696,0.1414948552846909,0.1841217130422592,0.1870241612195969,0.0978494361042976,0.0536131821572781,0.1077627316117287,0.048526719212532016,0.0554419010877609,0.0959606543183327,0.1244678273797035,0.163635641336441,0.0521465614438057,0.1866753399372101,0.1801995038986206,0.2524878084659576,0.130946159362793,1.230100631713867,1.395410418510437
612880,5.0,ESCONDIDO UNION                                             ,1.0,0.0,0.0,0.0,"City, Large",0.0016554187,0.042144202,0.71031791,0.018249417,0.22763307,0.58327121,0.10541826,0.72796762,0.33771876,0.13250385,2257.0,Kindergarten,12.0,0.26768309,0.32800081,0.18129916,0.34097549,0.25946808,0.35319290000000003,0.23431641,0.37295464,0.68868947,0.3602835834026337,-0.2654379904270172,-0.4497276544570923,0.954189956188202,10.985865592956538,10.83535385131836,10.736008644104,11.14956474304199,0.2546409368515015,0.191795751452446,0.0874730721116066,0.3658912777900696,0.1414948552846909,0.1841217130422592,0.1870241612195969,0.0978494361042976,0.0536131821572781,0.1077627316117287,0.048526719212532016,0.0554419010877609,0.0959606543183327,0.1244678273797035,0.163635641336441,0.0521465614438057,0.1866753399372101,0.1801995038986206,0.2524878084659576,0.130946159362793,1.230100631713867,1.395410418510437
612880,6.0,ESCONDIDO UNION                                             ,1.0,0.0,0.0,0.0,"City, Large",0.0020145525,0.040554747,0.71733826,0.018251996,0.22184047,0.59380662,0.10978714,0.72387725,0.33771876,0.13250385,2297.0,Kindergarten,12.0,0.19200255,0.29224932,0.14902593,0.25444075,0.18373302,0.31986403,0.19269238,0.2962468,0.70359373,0.3602835834026337,-0.2654379904270172,-0.4497276544570923,0.954189956188202,10.985865592956538,10.83535385131836,10.736008644104,11.14956474304199,0.2546409368515015,0.191795751452446,0.0874730721116066,0.3658912777900696,0.1414948552846909,0.1841217130422592,0.1870241612195969,0.0978494361042976,0.0536131821572781,0.1077627316117287,0.048526719212532016,0.0554419010877609,0.0959606543183327,0.1244678273797035,0.163635641336441,0.0521465614438057,0.1866753399372101,0.1801995038986206,0.2524878084659576,0.130946159362793,1.230100631713867,1.395410418510437
612880,7.0,ESCONDIDO UNION                                             ,1.0,0.0,0.0,0.0,"City, Large",0.0028576771999999995,0.04644493,0.69867212,0.017428818999999998,0.23459648,0.57559258,0.11065239,0.71370602,0.33771876,0.13250385,2256.0,Kindergarten,12.0,0.16422462,0.2666052,0.14398493,0.29134625,0.15483031,0.29882059,0.18644187,0.33528259,0.68624496,0.3602835834026337,-0.2654379904270172,-0.4497276544570923,0.954189956188202,10.985865592956538,10.83535385131836,10.736008644104,11.14956474304199,0.2546409368515015,0.191795751452446,0.0874730721116066,0.3658912777900696,0.1414948552846909,0.1841217130422592,0.1870241612195969,0.0978494361042976,0.0536131821572781,0.1077627316117287,0.048526719212532016,0.0554419010877609,0.0959606543183327,0.1244678273797035,0.163635641336441,0.0521465614438057,0.1866753399372101,0.1801995038986206,0.2524878084659576,0.130946159362793,1.230100631713867,1.395410418510437
612880,8.0,ESCONDIDO UNION                                             ,1.0,0.0,0.0,0.0,"City, Large",0.0022823184,0.042748228,0.6994918000000001,0.020067003,0.23541065,0.57774335,0.10985506,0.71316397,0.33771876,0.13250385,2204.0,Kindergarten,12.0,0.21846716,0.26960909,0.14179842,0.27290881,0.21955392,0.30154571,0.18355334,0.31052631,0.68759841,0.3602835834026337,-0.2654379904270172,-0.4497276544570923,0.954189956188202,10.985865592956538,10.83535385131836,10.736008644104,11.14956474304199,0.2546409368515015,0.191795751452446,0.0874730721116066,0.3658912777900696,0.1414948552846909,0.1841217130422592,0.1870241612195969,0.0978494361042976,0.0536131821572781,0.1077627316117287,0.048526719212532016,0.0554419010877609,0.0959606543183327,0.1244678273797035,0.163635641336441,0.0521465614438057,0.1866753399372101,0.1801995038986206,0.2524878084659576,0.130946159362793,1.230100631713867,1.395410418510437
612930,4.0,ESPARTO UNIFIED                                             ,0.0,0.0,1.0,0.0,"Town, Distant",0.0096852304,0.019370461,0.79418886,0.019370461,0.15738499,0.74170613,0.13270141,0.91525424,0.27263159,0.15157895,61.0,Kindergarten,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87440753,0.3602093160152435,-1.5481112003326418,0.1592515408992767,0.5506817102432251,11.01731014251709,10.48910903930664,11.008130073547358,11.08483028411865,0.2261461764574051,0.1358627080917358,0.1571681797504425,0.2837531268596649,0.0875250846147537,0.1275796443223953,0.104601077735424,0.0899421274662018,0.0694903507828712,0.1022527292370796,0.0749307945370674,0.052360363304615,0.1341107040643692,0.2091758400201797,0.1159033551812172,0.1094053313136101,0.1261664479970932,0.3539379835128784,0.1628910601139069,0.1133876889944077,1.958133816719055,0.5774969458580017
612930,5.0,ESPARTO UNIFIED                                             ,0.0,0.0,1.0,0.0,"Town, Distant",0.0096852304,0.019370461,0.79418886,0.019370461,0.15738499,0.74170613,0.13270143,0.86363637,0.27263159,0.15157895,64.0,Kindergarten,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87440753,0.3602093160152435,-1.5481112003326418,0.1592515408992767,0.5506817102432251,11.01731014251709,10.48910903930664,11.008130073547358,11.08483028411865,0.2261461764574051,0.1358627080917358,0.1571681797504425,0.2837531268596649,0.0875250846147537,0.1275796443223953,0.104601077735424,0.0899421274662018,0.0694903507828712,0.1022527292370796,0.0749307945370674,0.052360363304615,0.1341107040643692,0.2091758400201797,0.1159033551812172,0.1094053313136101,0.1261664479970932,0.3539379835128784,0.1628910601139069,0.1133876889944077,1.958133816719055,0.5774969458580017
612930,6.0,ESPARTO UNIFIED                                             ,0.0,0.0,1.0,0.0,"Town, Distant",0.0091324197,0.01369863,0.76255709,0.0045662099,0.21004565,0.64864862,0.18018018,0.9066667,0.27263159,0.15157895,69.0,Kindergarten,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82882881,0.3602093160152435,-1.5481112003326418,0.1592515408992767,0.5506817102432251,11.01731014251709,10.48910903930664,11.008130073547358,11.08483028411865,0.2261461764574051,0.1358627080917358,0.1571681797504425,0.2837531268596649,0.0875250846147537,0.1275796443223953,0.104601077735424,0.0899421274662018,0.0694903507828712,0.1022527292370796,0.0749307945370674,0.052360363304615,0.1341107040643692,0.2091758400201797,0.1159033551812172,0.1094053313136101,0.1261664479970932,0.3539379835128784,0.1628910601139069,0.1133876889944077,1.958133816719055,0.5774969458580017
612930,7.0,ESPARTO UNIFIED                                             ,0.0,0.0,1.0,0.0,"Town, Distant",0.0091324197,0.01369863,0.76255709,0.0045662099,0.21004564,0.64864862,0.18018018,0.8125,0.27263159,0.15157895,83.0,Kindergarten,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82882881,0.3602093160152435,-1.5481112003326418,0.1592515408992767,0.5506817102432251,11.01731014251709,10.48910903930664,11.008130073547358,11.08483028411865,0.2261461764574051,0.1358627080917358,0.1571681797504425,0.2837531268596649,0.0875250846147537,0.1275796443223953,0.104601077735424,0.0899421274662018,0.0694903507828712,0.1022527292370796,0.0749307945370674,0.052360363304615,0.1341107040643692,0.2091758400201797,0.1159033551812172,0.1094053313136101,0.1261664479970932,0.3539379835128784,0.1628910601139069,0.1133876889944077,1.958133816719055,0.5774969458580017
612930,8.0,ESPARTO UNIFIED                                             ,0.0,0.0,1.0,0.0,"Town, Distant",0.0091324197,0.01369863,0.76255709,0.0045662099,0.21004565,0.64864862,0.18018018,0.80555558,0.27263159,0.15157895,70.0,Kindergarten,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82882881,0.3602093160152435,-1.5481112003326418,0.1592515408992767,0.5506817102432251,11.01731014251709,10.48910903930664,11.008130073547358,11.08483028411865,0.2261461764574051,0.1358627080917358,0.1571681797504425,0.2837531268596649,0.0875250846147537,0.1275796443223953,0.104601077735424,0.0899421274662018,0.0694903507828712,0.1022527292370796,0.0749307945370674,0.052360363304615,0.1341107040643692,0.2091758400201797,0.1159033551812172,0.1094053313136101,0.1261664479970932,0.3539379835128784,0.1628910601139069,0.1133876889944077,1.958133816719055,0.5774969458580017
612960,4.0,ETIWANDA ELEMENTARY                                         ,0.0,1.0,0.0,0.0,"Suburb, Large",0.0018383991,0.17249694,0.48447338,0.094486482,0.2467048,0.34529826,0.045107488,0.4112525,0.087236911,0.14740273,1506.0,Kindergarten,8.0,0.082907639,0.037933502,0.030390846000000006,0.043771546,0.098894529,0.044019263,0.03887362,0.058156062,0.39040574,1.3849934339523322,1.023014783859253,0.9934354424476624,1.5356229543685906,11.46750259399414,11.5318431854248,11.40777587890625,11.474207878112788,0.3647460341453552,0.3953831195831299,0.2187421470880508,0.4000310599803925,0.0405860990285873,0.0399352423846722,0.0350453183054924,0.041218601167202,0.0507191233336926,0.07765281945467,0.0696214139461517,0.0376104824244976,0.0344024859368801,0.0859581381082535,0.0378242135047913,0.035953588783741,0.1353069096803665,0.2038904577493668,0.1696314364671707,0.1190064325928688,0.5440686941146851,0.5640434622764587
612960,5.0,ETIWANDA ELEMENTARY                                         ,0.0,1.0,0.0,0.0,"Suburb, Large",0.0023169287,0.17324594,0.47835872,0.094960354,0.25111806,0.34587014,0.045182776,0.40152964,0.087236911,0.14740273,1581.0,Kindergarten,8.0,0.078966625,0.031892344,0.033132493,0.041634824,0.092491314,0.039664775,0.042477962,0.055043336,0.39105293,1.3849934339523322,1.023014783859253,0.9934354424476624,1.5356229543685906,11.46750259399414,11.5318431854248,11.40777587890625,11.474207878112788,0.3647460341453552,0.3953831195831299,0.2187421470880508,0.4000310599803925,0.0405860990285873,0.0399352423846722,0.0350453183054924,0.041218601167202,0.0507191233336926,0.07765281945467,0.0696214139461517,0.0376104824244976,0.0344024859368801,0.0859581381082535,0.0378242135047913,0.035953588783741,0.1353069096803665,0.2038904577493668,0.1696314364671707,0.1190064325928688,0.5440686941146851,0.5640434622764587
612960,6.0,ETIWANDA ELEMENTARY                                         ,0.0,1.0,0.0,0.0,"Suburb, Large",0.0022185666,0.17776534,0.46004954,0.11846192,0.24150464,0.33694851,0.06922666,0.4272944,0.087236911,0.14740273,1698.0,Kindergarten,8.0,0.048654523,0.034757376,0.020090919,0.025819331,0.060314778,0.044078037,0.025573373,0.034844082,0.40617517,1.3849934339523322,1.023014783859253,0.9934354424476624,1.5356229543685906,11.46750259399414,11.5318431854248,11.40777587890625,11.474207878112788,0.3647460341453552,0.3953831195831299,0.2187421470880508,0.4000310599803925,0.0405860990285873,0.0399352423846722,0.0350453183054924,0.041218601167202,0.0507191233336926,0.07765281945467,0.0696214139461517,0.0376104824244976,0.0344024859368801,0.0859581381082535,0.0378242135047913,0.035953588783741,0.1353069096803665,0.2038904577493668,0.1696314364671707,0.1190064325928688,0.5440686941146851,0.5640434622764587
612960,7.0,ETIWANDA ELEMENTARY                                         ,0.0,1.0,0.0,0.0,"Suburb, Large",0.0023417035000000003,0.17909509,0.45568302,0.1173211,0.24555908,0.33238876,0.069009639,0.43704155,0.087236911,0.14740273,1658.0,Kindergarten,8.0,0.049494173,0.035138699999999995,0.020588346,0.037179533,0.061267108,0.04458924,0.026197122000000003,0.05018945,0.40139842,1.3849934339523322,1.023014783859253,0.9934354424476624,1.5356229543685906,11.46750259399414,11.5318431854248,11.40777587890625,11.474207878112788,0.3647460341453552,0.3953831195831299,0.2187421470880508,0.4000310599803925,0.0405860990285873,0.0399352423846722,0.0350453183054924,0.041218601167202,0.0507191233336926,0.07765281945467,0.0696214139461517,0.0376104824244976,0.0344024859368801,0.0859581381082535,0.0378242135047913,0.035953588783741,0.1353069096803665,0.2038904577493668,0.1696314364671707,0.1190064325928688,0.5440686941146851,0.5640434622764587
612960,8.0,ETIWANDA ELEMENTARY                                         ,0.0,1.0,0.0,0.0,"Suburb, Large",0.002191986,0.17769809,0.45903805,0.11850182,0.24257006,0.33654538,0.069550127,0.41240665,0.087236911,0.14740273,1759.0,Kindergarten,8.0,0.048075989000000006,0.035939358,0.019902617,0.021682076,0.05956191900000001,0.045751836,0.025321553,0.029284846,0.4060955,1.3849934339523322,1.023014783859253,0.9934354424476624,1.5356229543685906,11.46750259399414,11.5318431854248,11.40777587890625,11.474207878112788,0.3647460341453552,0.3953831195831299,0.2187421470880508,0.4000310599803925,0.0405860990285873,0.0399352423846722,0.0350453183054924,0.041218601167202,0.0507191233336926,0.07765281945467,0.0696214139461517,0.0376104824244976,0.0344024859368801,0.0859581381082535,0.0378242135047913,0.035953588783741,0.1353069096803665,0.2038904577493668,0.1696314364671707,0.1190064325928688,0.5440686941146851,0.5640434622764587
613080,4.0,EUREKA UNION                                                ,0.0,1.0,0.0,0.0,"Suburb, Large",0.0088452268,0.1080269,0.14557336,0.02985657,0.70769793,0.12044365,0.022566516,0.16426513,0.059119124,0.12385457,348.0,Kindergarten,8.0,0.010851435,0.019442489,0.037645966,0.029731184,0.0036651599,0.017570885,0.02710321,0.026216764,0.14301017,1.638869762420654,1.47858452796936,1.791638970375061,1.5488091707229608,11.505367279052727,11.08305168151855,11.61079597473145,11.471797943115227,0.5212619900703429,0.5854839682579039,0.3435092568397522,0.5088300704956055,0.0451071970164776,0.0710237696766853,0.0160365775227547,0.048488549888134,0.0577528961002827,0.0082759261131287,0.0425719916820526,0.0587984248995781,0.0319937579333782,0.0786089301109314,0.0546549297869205,0.0280741862952709,0.1002503857016563,0.1649304777383804,0.0201155710965395,0.1097295433282852,0.2125254720449448,-0.1558741480112076
613080,5.0,EUREKA UNION                                                ,0.0,1.0,0.0,0.0,"Suburb, Large",0.0088724187,0.11058135,0.14166877,0.029170534,0.7097069,0.11593597,0.021914212,0.14690721,0.059119124,0.12385457,388.0,Kindergarten,8.0,0.010965086,0.019696442,0.038528901,0.0038519274,0.0036925441,0.017772131,0.027652552,0.0032352991,0.13785018,1.638869762420654,1.47858452796936,1.791638970375061,1.5488091707229608,11.505367279052727,11.08305168151855,11.61079597473145,11.471797943115227,0.5212619900703429,0.5854839682579039,0.3435092568397522,0.5088300704956055,0.0451071970164776,0.0710237696766853,0.0160365775227547,0.048488549888134,0.0577528961002827,0.0082759261131287,0.0425719916820526,0.0587984248995781,0.0319937579333782,0.0786089301109314,0.0546549297869205,0.0280741862952709,0.1002503857016563,0.1649304777383804,0.0201155710965395,0.1097295433282852,0.2125254720449448,-0.1558741480112076
613080,6.0,EUREKA UNION                                                ,0.0,1.0,0.0,0.0,"Suburb, Large",0.0088475505,0.10824517,0.14523971,0.029797951,0.70786959,0.12005848,0.022510778,0.16363636,0.059119124,0.12385457,384.0,Kindergarten,8.0,0.010867063,0.019474376,0.037739668,0.076976165,0.0036694675,0.017597334,0.027163355,0.065611131,0.14256926,1.638869762420654,1.47858452796936,1.791638970375061,1.5488091707229608,11.505367279052727,11.08305168151855,11.61079597473145,11.471797943115227,0.5212619900703429,0.5854839682579039,0.3435092568397522,0.5088300704956055,0.0451071970164776,0.0710237696766853,0.0160365775227547,0.048488549888134,0.0577528961002827,0.0082759261131287,0.0425719916820526,0.0587984248995781,0.0319937579333782,0.0786089301109314,0.0546549297869205,0.0280741862952709,0.1002503857016563,0.1649304777383804,0.0201155710965395,0.1097295433282852,0.2125254720449448,-0.1558741480112076
